GO Term,Number of Entries,Name
GO:0045879,179, negative regulation of smoothened signaling pathway
GO:0055117,179, regulation of cardiac muscle contraction
GO:0051092,179, positive regulation of NF-kappaB transcription factor activity
GO:0042102,179, positive regulation of T cell proliferation
GO:0099173,178, postsynapse organization
GO:0090292,178, nuclear matrix anchoring at nuclear membrane
GO:0031333,178, negative regulation of protein-containing complex assembly
GO:0072583,178, clathrin-dependent endocytosis
GO:0006284,177, base-excision repair
GO:0042059,176, negative regulation of epidermal growth factor receptor signaling pathway
GO:0010975,176, regulation of neuron projection development
GO:0036120,176, cellular response to platelet-derived growth factor stimulus
GO:1903358,176, regulation of Golgi organization
GO:0051281,176, positive regulation of release of sequestered calcium ion into cytosol
GO:0016082,176, synaptic vesicle priming
GO:0043087,176, regulation of GTPase activity
GO:1903861,175, positive regulation of dendrite extension
GO:0007095,175, mitotic G2 DNA damage checkpoint signaling
GO:0010043,175, response to zinc ion
GO:0032922,175, circadian regulation of gene expression
GO:0030177,175, positive regulation of Wnt signaling pathway
GO:0014850,174, response to muscle activity
GO:0007275,174, multicellular organism development
GO:0061436,174, establishment of skin barrier
GO:0030041,174, actin filament polymerization
GO:0030837,173, negative regulation of actin filament polymerization
GO:0050772,173, positive regulation of axonogenesis
GO:0048863,173, stem cell differentiation
GO:0014037,173, Schwann cell differentiation
GO:0060412,173, ventricular septum morphogenesis
GO:0090398,173, cellular senescence
GO:0071233,173, cellular response to L-leucine
GO:0016925,173, protein sumoylation
GO:0007254,173, JNK cascade
GO:0019369,173, arachidonate metabolic process
GO:0031669,173, cellular response to nutrient levels
GO:0032212,173, positive regulation of telomere maintenance via telomerase
GO:0007405,172, neuroblast proliferation
GO:2001054,172, negative regulation of mesenchymal cell apoptotic process
GO:0031397,172, negative regulation of protein ubiquitination
GO:0001958,172, endochondral ossification
GO:0001662,172, behavioral fear response
GO:0000281,172, mitotic cytokinesis
GO:0006635,172, fatty acid beta-oxidation
GO:0048146,171, positive regulation of fibroblast proliferation
GO:0061003,171, positive regulation of dendritic spine morphogenesis
GO:1901224,171, positive regulation of non-canonical NF-kappaB signal transduction
GO:0048266,170, behavioral response to pain
GO:0046785,170, microtubule polymerization
GO:0001658,170, branching involved in ureteric bud morphogenesis
GO:0019538,170, protein metabolic process
GO:0006865,170, amino acid transport
GO:0035094,170, response to nicotine
GO:0086004,170, regulation of cardiac muscle cell contraction
GO:0044790,169, suppression of viral release by host
GO:0036158,169, outer dynein arm assembly
GO:0071526,169, semaphorin-plexin signaling pathway
GO:0042058,169, regulation of epidermal growth factor receptor signaling pathway
GO:0002028,169, regulation of sodium ion transport
GO:0061351,168, neural precursor cell proliferation
GO:0043536,168, positive regulation of blood vessel endothelial cell migration
GO:0045010,168, actin nucleation
GO:0010800,167, positive regulation of peptidyl-threonine phosphorylation
GO:0031103,167, axon regeneration
GO:0008593,167, regulation of Notch signaling pathway
GO:0090102,166, cochlea development
GO:1990573,166, potassium ion import across plasma membrane
GO:0031100,166, animal organ regeneration
GO:1903353,166, regulation of nucleus organization
GO:0001755,166, neural crest cell migration
GO:0014911,166, positive regulation of smooth muscle cell migration
GO:0046548,165, retinal rod cell development
GO:0061886,165, negative regulation of mini excitatory postsynaptic potential
GO:0043129,165, surfactant homeostasis
GO:1905274,165, regulation of modification of postsynaptic actin cytoskeleton
GO:0042073,165, intraciliary transport
GO:0007288,164, sperm axoneme assembly
GO:0045070,164, positive regulation of viral genome replication
GO:0036297,164, interstrand cross-link repair
GO:0097091,163, synaptic vesicle clustering
GO:0001947,163, heart looping
GO:0010667,163, negative regulation of cardiac muscle cell apoptotic process
GO:0032465,162, regulation of cytokinesis
GO:1990138,162, neuron projection extension
GO:0097191,162, extrinsic apoptotic signaling pathway
GO:0050829,162, defense response to Gram-negative bacterium
GO:0019216,161, regulation of lipid metabolic process
GO:0009411,161, response to UV
GO:0033209,161, tumor necrosis factor-mediated signaling pathway
GO:0071397,161, cellular response to cholesterol
GO:0051491,161, positive regulation of filopodium assembly
GO:0098586,161, cellular response to virus
GO:0045931,161, positive regulation of mitotic cell cycle
GO:0001541,161, ovarian follicle development
GO:0006611,161, protein export from nucleus
GO:0006275,160, regulation of DNA replication
GO:0080090,160, regulation of primary metabolic process
GO:0048790,160, maintenance of presynaptic active zone structure
GO:0030879,160, mammary gland development
GO:0048172,159, regulation of short-term neuronal synaptic plasticity
GO:0072332,159, intrinsic apoptotic signaling pathway by p53 class mediator
GO:0000082,159, G1/S transition of mitotic cell cycle
GO:2001224,159, positive regulation of neuron migration
GO:0051899,158, membrane depolarization
GO:0006665,158, sphingolipid metabolic process
GO:0046597,158, negative regulation of viral entry into host cell
GO:0046326,157, positive regulation of D-glucose import
GO:0070509,157, calcium ion import
GO:0010634,157, positive regulation of epithelial cell migration
GO:1990090,157, cellular response to nerve growth factor stimulus
GO:0030001,157, metal ion transport
GO:0045109,157, intermediate filament organization
GO:0010717,157, regulation of epithelial to mesenchymal transition
GO:0045814,157," negative regulation of gene expression, epigenetic"
GO:0021817,157, nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration
GO:1900242,157, regulation of synaptic vesicle endocytosis
GO:0040018,157, positive regulation of multicellular organism growth
GO:0032836,156, glomerular basement membrane development
GO:1902305,156, regulation of sodium ion transmembrane transport
GO:0098703,156, calcium ion import across plasma membrane
GO:0030644,156, intracellular chloride ion homeostasis
GO:0035024,156, negative regulation of Rho protein signal transduction
GO:0015701,156, bicarbonate transport
GO:0042110,156, T cell activation
GO:0051966,156," regulation of synaptic transmission, glutamatergic"
GO:0060997,155, dendritic spine morphogenesis
GO:0006641,155, triglyceride metabolic process
GO:0070371,155, ERK1 and ERK2 cascade
GO:0014044,155, Schwann cell development
GO:0034198,155, cellular response to amino acid starvation
GO:0007267,155, cell-cell signaling
GO:0048589,155, developmental growth
GO:0031641,155, regulation of myelination
GO:0060326,155, cell chemotaxis
GO:0055075,155, potassium ion homeostasis
GO:0019373,155, epoxygenase P450 pathway
GO:0071596,155, ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0006469,154, negative regulation of protein kinase activity
GO:0070527,154, platelet aggregation
GO:0009408,154, response to heat
GO:0006730,154, one-carbon metabolic process
GO:0046928,154, regulation of neurotransmitter secretion
GO:1900244,154, positive regulation of synaptic vesicle endocytosis
GO:0042220,154, response to cocaine
GO:0032543,154, mitochondrial translation
GO:0006094,153, gluconeogenesis
GO:0048009,153, insulin-like growth factor receptor signaling pathway
GO:0001678,153, intracellular glucose homeostasis
GO:0009268,153, response to pH
GO:0007207,153, phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway
GO:0019827,153, stem cell population maintenance
GO:0098656,153, monoatomic anion transmembrane transport
GO:0060996,152, dendritic spine development
GO:0071318,152, cellular response to ATP
GO:2000134,151, negative regulation of G1/S transition of mitotic cell cycle
GO:0042311,151, vasodilation
GO:0046847,151, filopodium assembly
GO:1900182,151, positive regulation of protein localization to nucleus
GO:0007194,151, negative regulation of adenylate cyclase activity
GO:0098742,150, cell-cell adhesion via plasma-membrane adhesion molecules
GO:0030178,150, negative regulation of Wnt signaling pathway
GO:1904036,150, negative regulation of epithelial cell apoptotic process
GO:0042130,150, negative regulation of T cell proliferation
GO:0001819,150, positive regulation of cytokine production
GO:0006941,150, striated muscle contraction
GO:1900181,149, negative regulation of protein localization to nucleus
GO:0006884,149, cell volume homeostasis
GO:0055074,149, calcium ion homeostasis
GO:0031022,149, nuclear migration along microfilament
GO:0042789,149, mRNA transcription by RNA polymerase II
GO:0048873,149, homeostasis of number of cells within a tissue
GO:0090316,149, positive regulation of intracellular protein transport
GO:0001964,149, startle response
GO:0048854,149, brain morphogenesis
GO:0030259,149, lipid glycosylation
GO:0009395,149, phospholipid catabolic process
GO:0048568,148, embryonic organ development
GO:0045596,148, negative regulation of cell differentiation
GO:0050919,148, negative chemotaxis
GO:0036159,148, inner dynein arm assembly
GO:0008361,148, regulation of cell size
GO:0032435,148, negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0061337,148, cardiac conduction
GO:0031503,148, protein-containing complex localization
GO:0032968,148, positive regulation of transcription elongation by RNA polymerase II
GO:0060325,147, face morphogenesis
GO:0045597,147, positive regulation of cell differentiation
GO:0007389,147, pattern specification process
GO:0045773,147, positive regulation of axon extension
GO:0007595,147, lactation
GO:0030168,146, platelet activation
GO:0006509,146, membrane protein ectodomain proteolysis
GO:0006261,146, DNA-templated DNA replication
GO:0030316,145, osteoclast differentiation
GO:0071364,145, cellular response to epidermal growth factor stimulus
GO:0051591,145, response to cAMP
GO:0048593,145, camera-type eye morphogenesis
GO:0043403,145, skeletal muscle tissue regeneration
GO:0048015,144, phosphatidylinositol-mediated signaling
GO:0010765,144, positive regulation of sodium ion transport
GO:0051279,144, regulation of release of sequestered calcium ion into cytosol
GO:0014009,144, glial cell proliferation
GO:0045332,144, phospholipid translocation
GO:0035335,144, peptidyl-tyrosine dephosphorylation
GO:0010827,144, regulation of D-glucose transmembrane transport
GO:0043931,144, ossification involved in bone maturation
GO:1904263,144, positive regulation of TORC1 signaling
GO:1904754,144, positive regulation of vascular associated smooth muscle cell migration
GO:0051668,143, localization within membrane
GO:0034504,143, protein localization to nucleus
GO:0045807,143, positive regulation of endocytosis
GO:0071679,143, commissural neuron axon guidance
GO:0006694,143, steroid biosynthetic process
GO:0007249,142, canonical NF-kappaB signal transduction
GO:0032743,142, positive regulation of interleukin-2 production
GO:0035235,142, ionotropic glutamate receptor signaling pathway
GO:0051560,142, mitochondrial calcium ion homeostasis
GO:2001137,142, positive regulation of endocytic recycling
GO:0035025,142, positive regulation of Rho protein signal transduction
